HaulID,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,Day.night,RecordType,Notes,HaulID.1,Species,ELSampleFlag,Length,Number,SubFactor,SpecIdentMethod,OilGlobulesFlag,OilGlobulesNumber,OilGlobulesDiam,PreservationMethod,Country.1,SurveyPeriod.1,Ship.1,Gear.1,StationNumber.1,RecordType.1,Year.1,HaulID.2,Species.1,IndividualNumber,Length.1,DevScale,DevStage,Country.2,SurveyPeriod.2,Ship.2,Gear.2,StationNumber.2,RecordType.2,Year.2
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,23,4,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,23,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,24,5,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,24,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,25,6,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,25,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,26,3,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,26,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,27,2,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,27,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,28,2,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,28,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,29,1,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,29,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL003,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721906,,20185400003,16,4,2018,11,42,52.60233,4.285,11,18,1638,,,2,3.141592654,1,0.469501675,EMD,Valeport,9853,8.83,4626,8.69,3505.561995,f,0,18,24,7.2,,,,7.19,33.06,,32.97,d,HH,NA,        2018NL003,Clupea harengus,LV,0,3,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721906,HL,2018,        2018NL003,Clupea harengus,,0,MN1,l,NL,,64T2 ,MRN2,721906,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,20,1,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,20,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,21,3,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,21,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,22,1,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,22,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,23,6,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,23,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,24,11,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,24,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,25,5,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,25,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,26,6,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,26,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,27,4,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,27,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,28,3,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,28,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,29,4,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,29,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,33,1,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,33,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,34,1,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,34,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL004,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721907,,20185400004,16,4,2018,13,22,52.76817,4.253,12,18,1472,,,2,3.141592654,1,0.874287343,EMD,Valeport,10524,8.83,9201,8.69,3744.294574,f,0,20,25,7.45,,,,7.43,33.34,,34.36,d,HH,NA,        2018NL004,Clupea harengus,LV,0,4,1.76,visual,N,,,F4B,NL,,64T2 ,MRN2,721907,HL,2018,        2018NL004,Clupea harengus,,0,MN1,l,NL,,64T2 ,MRN2,721907,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,21,3,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,21,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,22,1,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,22,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,23,3,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,23,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,24,6,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,24,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,25,5,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,25,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,26,1,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,26,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,27,4,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,27,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,29,1,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,29,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,0,3,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,0,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL005,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721903,,20185400005,16,4,2018,15,7,53.25217,4.2845,10,24,1229,,,2,3.141592654,1,0.271823583,EMD,Valeport,8752,8.83,2379,8.69,3113.841326,f,0,25,30,7.43,,,,7.43,34.11,,35.7,d,HH,NA,        2018NL005,Clupea harengus,LV,0,2,1,visual,N,,,F4B,NL,,64T2 ,MRN2,721903,HL,2018,        2018NL005,Clupea harengus,,0,MN1,l,NL,,64T2 ,MRN2,721903,CA,2018
        2018NL010,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721909,,20185400010,16,4,2018,19,37,53.2685,4.7255,12,42,1523,,,2,3.141592654,1,0.389195057,EMD,Valeport,11976,8.83,4661,8.69,4260.89622,f,0,20,27,7.01,,,,6.98,32.89,,32.91,d,HH,NA,        2018NL010,Clupea harengus,LV,19,2,3.86,visual,N,,,F4B,NL,,64T2 ,MRN2,721909,HL,2018,        2018NL010,Clupea harengus,,19,MN1,l,NL,,64T2 ,MRN2,721909,CA,2018
        2018NL010,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721909,,20185400010,16,4,2018,19,37,53.2685,4.7255,12,42,1523,,,2,3.141592654,1,0.389195057,EMD,Valeport,11976,8.83,4661,8.69,4260.89622,f,0,20,27,7.01,,,,6.98,32.89,,32.91,d,HH,NA,        2018NL010,Clupea harengus,LV,20,1,3.86,visual,N,,,F4B,NL,,64T2 ,MRN2,721909,HL,2018,        2018NL010,Clupea harengus,,20,MN1,l,NL,,64T2 ,MRN2,721909,CA,2018
        2018NL010,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721909,,20185400010,16,4,2018,19,37,53.2685,4.7255,12,42,1523,,,2,3.141592654,1,0.389195057,EMD,Valeport,11976,8.83,4661,8.69,4260.89622,f,0,20,27,7.01,,,,6.98,32.89,,32.91,d,HH,NA,        2018NL010,Clupea harengus,LV,21,3,3.86,visual,N,,,F4B,NL,,64T2 ,MRN2,721909,HL,2018,        2018NL010,Clupea harengus,,21,MN1,l,NL,,64T2 ,MRN2,721909,CA,2018
        2018NL010,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721909,,20185400010,16,4,2018,19,37,53.2685,4.7255,12,42,1523,,,2,3.141592654,1,0.389195057,EMD,Valeport,11976,8.83,4661,8.69,4260.89622,f,0,20,27,7.01,,,,6.98,32.89,,32.91,d,HH,NA,        2018NL010,Clupea harengus,LV,22,8,3.86,visual,N,,,F4B,NL,,64T2 ,MRN2,721909,HL,2018,        2018NL010,Clupea harengus,,22,MN1,l,NL,,64T2 ,MRN2,721909,CA,2018
        2018NL010,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721909,,20185400010,16,4,2018,19,37,53.2685,4.7255,12,42,1523,,,2,3.141592654,1,0.389195057,EMD,Valeport,11976,8.83,4661,8.69,4260.89622,f,0,20,27,7.01,,,,6.98,32.89,,32.91,d,HH,NA,        2018NL010,Clupea harengus,LV,23,6,3.86,visual,N,,,F4B,NL,,64T2 ,MRN2,721909,HL,2018,        2018NL010,Clupea harengus,,23,MN1,l,NL,,64T2 ,MRN2,721909,CA,2018
        2018NL010,DRS,NL,1340,DRS,,64T2 ,MRN2,dO,1600,WoFab,500,721909,,20185400010,16,4,2018,19,37,53.2685,4.7255,12,42,1523,,,2,3.141592654,1,0.389195057,EMD,Valeport,11976,8.83,4661,8.69,4260.89622,f,0,20,27,7.01,,,,6.98,32.89,,32.91,d,HH,NA,        2018NL010,Clupea harengus,LV,24,12,3.86,visual,N,,,F4B,NL,,64T2 ,MRN2,721909,HL,2018,        2018NL010,Clupea harengus,,24,MN1,l,NL,,64T2 ,MRN2,721909,CA,2018
